file_names,original_script,remarks,spoken_text,fluency
8ae5caa9-4a6d-5434-7072-326a560a37e9_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குலக்கரையில் ஒரு பெரிய மரம் இறுக்கிறது,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்த மரக்க கிள்ளையில் ஒரு கூடு இருக்கிறது ,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,கூட் கூட்டில் ஒரு பறவை வாழ்கிறது ,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,ஒராத்தில் சில தாமரை இலைகள் மிதக்கின்ரகின்ரன,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தாமரை இலையில் மீது துள்லி குதித்து அமர்ந்தது,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த தவளையும் பறவையும் ஏய்தோ பேசுகின்றன ,4
8ae5caa9-4a6d-5434-7072-326a560a37e9_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவின் ஓரத்தில் இருந்த குளத்தில் ,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து நிந்திக்கொன்டிருந்தது,4
8ae5caa9-4a6d-5434-7072-326a560a37e9_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்த வாத்தை பார்த்த பார்த்த கலை முத்து முருக்கன் அகிய மூவரும்,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_9.wav,"குளத்தைச் சுற்றி நின்று,",,குள குதைத்தை சுத்ரி நின்ரு,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ வாத்து பா பாடலை பாடுகிறார்கள்,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_11.wav,என் பெயர் தமிழரசன்.,,பெயர் தமிழ்<UNC>சன் ,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_12.wav,எனக்கு ஏழு வயது.,,னக்கு ஏழு வயது ,4
8ae5caa9-4a6d-5434-7072-326a560a37e9_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,ரியா தொத்தக்க பள்ளியில் தொடங்கநிலாய் ஒன்ரு மாணவர்,4
8ae5caa9-4a6d-5434-7072-326a560a37e9_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,என்னது  பள்ளி என்னது வீட்டுக்கு அருக்கில் இருப்பத்தால் பள்ளிக்கு நடந்தேய் வருக்கிறேன் வருகிறேன்,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,பள்ளி மிகப்ப பரியது மத்றும் அழகானது,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_16.wav,என் தோழி பிரியா அழுகிறாள்.,,என் தோழ் என் தோழி பிரியா அழுகிறாள்,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,ளது பணப்பை தொலைந்தத்தால் அவள் சோகம்மாக இருக்கிறாள்,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,அவளிதம் பரிவுக்கொண்டு,4
8ae5caa9-4a6d-5434-7072-326a560a37e9_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,பரிவுகொண்டு பிரியாவை பள்ளி உணவகத்திருக்கு அழைத்து வந்தேன்,4
8ae5caa9-4a6d-5434-7072-326a560a37e9_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,அவளுக்கு ஒரு கிண்ணம் சூப்பும் ஒரு பல் பால் பக்கட்டும் பாகட்டும் வாங்கி கொண்டேன்,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,பிரியா எனக்கு கட்டி பிடித்து நன்ரி சொன்னாள் ,4
8ae5caa9-4a6d-5434-7072-326a560a37e9_22.wav,என் தோழியை மகிழ்ச்சியாகப் பார்க்க விரும்புகிறேன்.,,என் தோழி என் தோழியை மிகிழ்ச் மகிழ்ச்சியாக பரிக்கை விரும்புகின்றேன்,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_23.wav,நண்பர்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறியிருக்கிறார்கள்.,,நண்பர்களுக்கு உதவி தேவைபட்டால் உடனே உதவ வேண்டும் வேண்டும் என்ரு என் பெற்றோர்கள் என்னிடம் கூரியிருகிறார்கள்,3
8ae5caa9-4a6d-5434-7072-326a560a37e9_24.wav,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன்.,,ப்ரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்ளு கொள்ளுகிறேன்,3
91dc2f79-1e52-3567-2045-de6920b19f11_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,கு குலறையில் ஒரு பெரிய மரம் இருக்கின்றன இருக்கிறது ,3
91dc2f79-1e52-3567-2045-de6920b19f11_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்த மரக்கிலையில் ஒரு கூட்டு கூடு இருக்கிறது,3
91dc2f79-1e52-3567-2045-de6920b19f11_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அதுக்குட் கூட்டில் ஒரு பறவை வாழ் வாழ்கிறது,3
91dc2f79-1e52-3567-2045-de6920b19f11_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,குளத்தில் சிலை தாமரை இலைகள் மர மிரகிர்ன மிதிர்கின்றன,3
91dc2f79-1e52-3567-2045-de6920b19f11_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தவளே ஒரு தாமரை கிளையின் மீதி மீது துள்ளி குதித்து அமர்ந்தது,3
91dc2f79-1e52-3567-2045-de6920b19f11_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,இந்த தா தவளையும் பறவையும் ஏய் ஏய்தோ பேசுகிறது,3
91dc2f79-1e52-3567-2045-de6920b19f11_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவின் பூங்காவின் ஒர ஓரத்தில் இருந்தது குளத்தில்,3
91dc2f79-1e52-3567-2045-de6920b19f11_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து நீந்திக்கொண்டிருந்தது அது ,4
91dc2f79-1e52-3567-2045-de6920b19f11_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,வாத்தை பார்த்து காளை முது முருக்கன் அகியை மூவரும்,3
91dc2f79-1e52-3567-2045-de6920b19f11_9.wav,"குளத்தைச் சுற்றி நின்று,",,குளத்தை சுற்றி நன்று நின்று ,3
91dc2f79-1e52-3567-2045-de6920b19f11_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ வாத்து பாடலே பாடலே படுக்கின்கிற பாடுக்கிறார்கள்,2
91dc2f79-1e52-3567-2045-de6920b19f11_11.wav,என் பெயர் தமிழரசன்.,,என் பெயர் தமிழ்ழாசான்,4
91dc2f79-1e52-3567-2045-de6920b19f11_12.wav,எனக்கு ஏழு வயது.,,எனக்கு ஏலு வயது ,4
91dc2f79-1e52-3567-2045-de6920b19f11_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நான் ரியா தோடக்கு பள்ளியில் தோட்டு நிலை ஒன்று மாணவர்,3
91dc2f79-1e52-3567-2045-de6920b19f11_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,இது பள்ளி இது வீட்டுக்கு அருகில் இருப்பா இருப்பாதல் பள்ளிக்கு நடேந்தே வருகிறேன் ,3
91dc2f79-1e52-3567-2045-de6920b19f11_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி மிகபெரிய மற்றும் அழகானது ,4
91dc2f79-1e52-3567-2045-de6920b19f11_16.wav,என் தோழி பிரியா அழுகிறாள்.,,என் தோழி ப்ரியா அழுகிறாள் ,3
91dc2f79-1e52-3567-2045-de6920b19f11_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,அவளுக்கு பணப்பையி தொல்லைந்ததால் அவள் சோகமாக இருக்கிறார்கள்,3
91dc2f79-1e52-3567-2045-de6920b19f11_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,நான் அவளிடம் பார்வு கொண்டு ,4
91dc2f79-1e52-3567-2045-de6920b19f11_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,ப்ரியாவை பள்ளி உன்னவக்குது அழத்து வந்தேன்,3
91dc2f79-1e52-3567-2045-de6920b19f11_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,நான் அவள்க்கு ஒரு கிண்ணம் சூப்பும் ஒரு பாலு பேக்கெட்டும் வாங்கிக்கொண்டேன் ,4
91dc2f79-1e52-3567-2045-de6920b19f11_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,பிய்யா என்னை கட்டிப்பிடித்து நன்றி சொன்னாள்,4
91dc2f79-1e52-3567-2045-de6920b19f11_22.wav,என் தோழியை மகிழ்ச்சியாகப் பார்க்க விரும்புகிறேன்.,,நான் தோழை மகிழ்ச்சியாக பார்க்க விரும்புறேன்,4
91dc2f79-1e52-3567-2045-de6920b19f11_23.wav,நண்பர்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறியிருக்கிறார்கள்.,,நண்பர் நான் தோழி நண்பர்களுக்கு உதவி உதவி தேவைப்பட்டால் உடனை உத உதவ வேண்டும் என்று என் பெற்றோர்கள் என் ஏடம் கூறியர்க்கி ,3
91dc2f79-1e52-3567-2045-de6920b19f11_24.wav,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன்.,,ப்ரியாவுக்கு உதவி செய்து நான் பெருமிது கொள்கிறேன் ,3
9bb1eefa-58a2-6741-ad4a-abd1e1f6f3b7_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குலாகாரை பாரா மரம் இருகு ,2
9bb1eefa-58a2-6741-ad4a-abd1e1f6f3b7_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அன்னிக்கு அன்னிக்கு மணிக்கு தக்கு குடு அவந்த அன்ன ,3
9bb1eefa-58a2-6741-ad4a-abd1e1f6f3b7_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,கூடுடில் பார வாமிக்கி ருளித்தி சிரி இந நாக்கல் மித்தகரன் ,3
9bb1eefa-58a2-6741-ad4a-abd1e1f6f3b7_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஜூ தவனால் ஜூ தாவான இனலயாநா மிதி திளி கருதிதீது அமருநிதிதி,3
9bb1eefa-58a2-6741-ad4a-abd1e1f6f3b7_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அன்னத்தி பரனவையா இராணத்தி,3
ad154373-68db-df42-da5c-ea22172d1428_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,கரையில் குல்க்கரையில் ஒரு பெரிய மரம் இருக்கிறது ,4
ad154373-68db-df42-da5c-ea22172d1428_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,Audio not captured completely,மரக்கலையில் ஒரு கூடு இருக்கிறது,3
ad154373-68db-df42-da5c-ea22172d1428_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்தக்கூட்யில் பறவை வார்க்கிறது,4
ad154373-68db-df42-da5c-ea22172d1428_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,Audio not captured completely,சில தாமரை இலைகள் மிதை மிதக்கின்றன ,3
ad154373-68db-df42-da5c-ea22172d1428_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,Audio not captured completely,ஒரு தாமரை இலையில் மீ மீது துள்ளி துள் அமர்ந்தது,3
ad154373-68db-df42-da5c-ea22172d1428_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,Audio not captured completely,தவலையும் பறவையும் ஏதோ <UNC>,3
ad154373-68db-df42-da5c-ea22172d1428_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,Audio not captured completely,ஒர ஓரத்தில் இரு இருந்த குலத்தில் ,2
ad154373-68db-df42-da5c-ea22172d1428_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,Sentence fluency not applicable as only one word is uttered;Audio not captured completely,நீந்துகொண்டு ,NA
ad154373-68db-df42-da5c-ea22172d1428_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",Audio not captured completely,<UNC> பார்த்து கலா முத்து முறுகன் ஆகிய <UNC>,3
ad154373-68db-df42-da5c-ea22172d1428_9.wav,"குளத்தைச் சுற்றி நின்று,",Audio not captured completely,தை சுர் நன் ,1
ad154373-68db-df42-da5c-ea22172d1428_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",Audio not captured completely,வாத்து பாதலை <UNC>டுகிறார்கள் ,3
ad154373-68db-df42-da5c-ea22172d1428_11.wav,என் பெயர் தமிழரசன்.,Sentence fluency not applicable as only one word is uttered; Audio not captured completely,தமிழ்சன் ,NA
ad154373-68db-df42-da5c-ea22172d1428_12.wav,எனக்கு ஏழு வயது.,Audio not captured completely,ழு வயது ,4
ad154373-68db-df42-da5c-ea22172d1428_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,Audio not captured completely,தியா தொட்க பள்ளியில் தொட்க நிலை ஒரு மாணவர்,3
ad154373-68db-df42-da5c-ea22172d1428_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,பள்ளி என்து வீட்டுக்கு அருகல் இருப்ப பள்ளிக்கு நரந்தே வருகிறேன்,2
ad154373-68db-df42-da5c-ea22172d1428_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி மிகபொரி மரும் அறகானது,2
ad154373-68db-df42-da5c-ea22172d1428_16.wav,என் தோழி பிரியா அழுகிறாள்.,Audio not captured completely,ப்ரியா அழுகிறாள் ,4
ad154373-68db-df42-da5c-ea22172d1428_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,ளது பணப்பை தொலைந்தால் அவள் <UNC>,2
ad154373-68db-df42-da5c-ea22172d1428_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,நான் அவளைடம் பரிவு கொண்ட கொண்டு ,3
ad154373-68db-df42-da5c-ea22172d1428_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,ப்ரியாவை பள்ளி பள்ளி உணவ அரிது வந்த்தேன்,3
ad154373-68db-df42-da5c-ea22172d1428_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,அவளுக்கு ஒரு கன்னம் சூப் ஒரு பால் பக்ட் வாங்கிக்கொண்டேன்,2
ad154373-68db-df42-da5c-ea22172d1428_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,<UNC> நன்றி சொன்னாள் ,2
