file_names,original_script,remarks,spoken_text,fluency
07668268-54d7-590d-ba21-7fcf887fd7a9_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குலாக் குலக்கறாய் ஒரு ஓர் ஓர் <UNC> மரம் இரு இருக்கி இருக்கின்ரன இருக்கின்றன,1
07668268-54d7-590d-ba21-7fcf887fd7a9_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அத அந்த மரக் மரக்கி மரக்கிழலை ஒரு சூடு இரு இருக்கி இருக்கின்றன ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,இன் அன் அந்தக் <UNC> ஒரு பறவாய் வா ல் வாழ்க்கி வாழ்கின்றன,1
07668268-54d7-590d-ba21-7fcf887fd7a9_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,லத் சுலத்தில் சூலத்தில் சுல தா மா ரை தலமராய் இலைக்கல் மிதக் மிதக்கி மிதக்கின்ரன் மிதக்கினறன,1
07668268-54d7-590d-ba21-7fcf887fd7a9_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,தா வா லை தவலை ஒரு தாம் ராய் தாம்ரை இலைய விளையாட மித்து மிது தா ள் துள்ளி துள்ளிக்சு துள்லிகசுத்தி ன்றன  ஆ மா அமர்ந் அமர்ந்தத்து,1
07668268-54d7-590d-ba21-7fcf887fd7a9_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,இந்த அந்த அந்த தவள தவளை தளவையம் பறவை பறவையம் இ த்தோ  இத்தோ போ சிக் போசிக் போசிக்ரன் ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூ இங் பூங்கா பூங்காவின் ஓர் ஓர்த்து ஓருதில் இரு இருந்த சுல சுலத்தி சூலத்தில்,1
07668268-54d7-590d-ba21-7fcf887fd7a9_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ரு வாத்தூ இந் இந்தூஇக் இந்தூக்கிகரு <UNC (GIBBERISH)>,1
07668268-54d7-590d-ba21-7fcf887fd7a9_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்த வாந்த வாந்த்தை பாரத் பாரத்த கலெ  பாரத்த கலெ முரு முருக்கன் முருகன் ஆ ஆக்கிய மூவ முரவும்,1
07668268-54d7-590d-ba21-7fcf887fd7a9_9.wav,"குளத்தைச் சுற்றி நின்று,",,சலத்தைச் சூர சுரி தீந்த்தூ ,2
07668268-54d7-590d-ba21-7fcf887fd7a9_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஒவத்தூ பதல் வத்தூ பதல் பாடூ பாடூகி <UNC(GIBERRISH)> பாடியிருக்கள் ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_11.wav,என் பெயர் தமிழரசன்.,Audio repeated as 07668268-54d7-590d-ba21-7fcf887fd7a9_10.wav,ஒவத்தூ பதல் வத்தூ பதல் பாடூ பாடூகி <UNC(GIBERRISH)> பாடியிருக்கள் ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_12.wav,எனக்கு ஏழு வயது.,Audio repeated as 07668268-54d7-590d-ba21-7fcf887fd7a9_10.wav,ஒவத்தூ பதல் வத்தூ பதல் பாடூ பாடூகி <UNC(GIBERRISH)> பாடியிருக்கள் ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,Audio repeated as 07668268-54d7-590d-ba21-7fcf887fd7a9_10.wav,ஒவத்தூ பதல் வத்தூ பதல் பாடூ பாடூகி <UNC(GIBERRISH)> பாடியிருக்கள் ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",Audio repeated as 07668268-54d7-590d-ba21-7fcf887fd7a9_10.wav,ஒவத்தூ பதல் வத்தூ பதல் பாடூ பாடூகி <UNC(GIBERRISH)> பாடியிருக்கள் ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,Audio repeated as 07668268-54d7-590d-ba21-7fcf887fd7a9_10.wav,ஒவத்தூ பதல் வத்தூ பதல் பாடூ பாடூகி <UNC(GIBERRISH)> பாடியிருக்கள் ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_16.wav,என் தோழி பிரியா அழுகிறாள்.,Audio repeated as 07668268-54d7-590d-ba21-7fcf887fd7a9_10.wav,ஒவத்தூ பதல் வத்தூ பதல் பாடூ பாடூகி <UNC(GIBERRISH)> பாடியிருக்கள் ,1
07668268-54d7-590d-ba21-7fcf887fd7a9_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,Audio repeated as 07668268-54d7-590d-ba21-7fcf887fd7a9_10.wav,ஒவத்தூ பதல் வத்தூ பதல் பாடூ பாடூகி <UNC(GIBERRISH)> பாடியிருக்கள் ,1
