file_names,original_script,remarks,spoken_text,fluency
0c2889e1-0835-d186-31d2-2110f7f58a42_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குலகில் குழக்கில் ஒரு பெரிய மரம் இருக்கிறது. அந்த மரக்கி,3
0c2889e1-0835-d186-31d2-2110f7f58a42_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,<UNC> ஒரு கூடு இருக்கிறது ,4
0c2889e1-0835-d186-31d2-2110f7f58a42_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்தக்கூடில் ஒரு பறவை வாழ்கிறது ,4
0c2889e1-0835-d186-31d2-2110f7f58a42_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,குளத்தில் சில தாமரை இலைகள் மிரக்கின்றன ,4
0c2889e1-0835-d186-31d2-2110f7f58a42_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தவளை ஒரு தாமரை இலையின் மீதி துள்ளி துள்ளி துள்ளி அமர்ந்தது ,3
0c2889e1-0835-d186-31d2-2110f7f58a42_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த தவளையும் பறவையும் ஏதோ பேசுகின்றன ,4
0c2889e1-0835-d186-31d2-2110f7f58a42_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவின் பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,3
0c2889e1-0835-d186-31d2-2110f7f58a42_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து நீந்திக்கொண்டு .. கொண்டிருந்து ,3
0c2889e1-0835-d186-31d2-2110f7f58a42_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்த வாத்தை பார்த்து பார்த்த கலா  முதி முத்தி முருகன் ஆகிய முருவும் ,3
0c2889e1-0835-d186-31d2-2110f7f58a42_9.wav,"குளத்தைச் சுற்றி நின்று,",,குளத்தை சுத்ரி  நீன்று ,4
0c2889e1-0835-d186-31d2-2110f7f58a42_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ... வாத்தே பாதலை பாதுகிறார்கள் ,4
0c2889e1-0835-d186-31d2-2110f7f58a42_11.wav,என் பெயர் தமிழரசன்.,,என் பெயர் தமிழ்கரசன் ,4
0c2889e1-0835-d186-31d2-2110f7f58a42_12.wav,எனக்கு ஏழு வயது.,,எனக்கு ஏலு வயத்து ,4
0c2889e1-0835-d186-31d2-2110f7f58a42_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நான் றியா தொதக்கப் பள்ளியில் தொதக்கநிலை ஒன்று மாணவர்.,4
0c2889e1-0835-d186-31d2-2110f7f58a42_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,என்று எனது பள்ளி எனது பள்ளி எனது வீட்டு அருகில் இருப்பாதால் பள்ளிக்கு நடந்தே வருகிறேன் ,3
0c2889e1-0835-d186-31d2-2110f7f58a42_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,"என் பள்ளி மிக பெரியது , பெரியது மற்றும் அழக்கானது",3
77e843dd-770e-6193-30d8-3cbf65af59f5_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குலக்கரையில் ஒரு பெரிய மரம் இருக்கிறட்து,3
77e843dd-770e-6193-30d8-3cbf65af59f5_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்து மரக்கிலையால் ஒரு கூடு இருக்கிறடு,3
77e843dd-770e-6193-30d8-3cbf65af59f5_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்தக் குட்டில் ஒரு பறவை வாலுகி கிறது,3
77e843dd-770e-6193-30d8-3cbf65af59f5_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,குளக்கடில் சி சில தாமரை இல்லா இலைகள் மீ து கி ரா ன,3
77e843dd-770e-6193-30d8-3cbf65af59f5_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தவளை ஒரு தமரை இலாயில் மீது உலேயில் குதிதது அம ர்ந்து,2
77e843dd-770e-6193-30d8-3cbf65af59f5_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்து தவளையம் பறவையம் இறுதே பசுகிறேனா,3
77e843dd-770e-6193-30d8-3cbf65af59f5_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவின் பூங்காவி ஒருத்தில் இருந்து குளட்தில்,3
77e843dd-770e-6193-30d8-3cbf65af59f5_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாட்து நல்ல கொண்டடி ஒருட்து,3
77e843dd-770e-6193-30d8-3cbf65af59f5_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அது அந்து வத்ற்றை பார்ட்து கலா முதி முருக்கு ஆக்கிய மூவரும்,2
77e843dd-770e-6193-30d8-3cbf65af59f5_9.wav,"குளத்தைச் சுற்றி நின்று,",,குளத்து சூரி நா ,3
77e843dd-770e-6193-30d8-3cbf65af59f5_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ வாட்து பாடலை  பாடுகிறார்கள் ,3
77e843dd-770e-6193-30d8-3cbf65af59f5_11.wav,என் பெயர் தமிழரசன்.,,என் பேர் தவ தமிள்தரசன்,3
77e843dd-770e-6193-30d8-3cbf65af59f5_12.wav,எனக்கு ஏழு வயது.,,எனக்கு எலு வயது ,3
77e843dd-770e-6193-30d8-3cbf65af59f5_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நான் ரியா தொடிக்க பள்ளி தேடுகிறா ஒன்ரு மனவன்  மனவர் ,3
77e843dd-770e-6193-30d8-3cbf65af59f5_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,இனது பள்ளி எனது வீடு ஆசிக்கில் இருப்பதல் பள்ளிக்கு நடந்தே வாயதே வாயகென்,3
77e843dd-770e-6193-30d8-3cbf65af59f5_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி மிர பேரியாது மரு அலகாது ,2
803d5582-04f0-998b-b9f1-1f02e14c8a31_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குழக்கரையிள் பெரிய மரம் இருக்கிறது,4
803d5582-04f0-998b-b9f1-1f02e14c8a31_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்த மரக்கிழையிள் ஒரு கூடு இருக்கிறது ,4
803d5582-04f0-998b-b9f1-1f02e14c8a31_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்தக்கூடில் ஒரு பறவை வழகிறது,4
803d5582-04f0-998b-b9f1-1f02e14c8a31_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,குழத்திள் சில தாமரை இழைகள் மிதக்கிறன,3
803d5582-04f0-998b-b9f1-1f02e14c8a31_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தவழை ஒரு தாமரை இழை இலையிள் மீது மீது துள்ளி துள்ளி குதி அமர்ந்தது,2
803d5582-04f0-998b-b9f1-1f02e14c8a31_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த தவழையின் பறவை அந்த தவழையும் பறவையும் ஏதோ பேசி பேசுகிறார் பேசுகி ,2
803d5582-04f0-998b-b9f1-1f02e14c8a31_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவில் பூங் பூங்காவின் ஓரத்தில் இருந் இருந்து குழந் குளத்தில் ,2
803d5582-04f0-998b-b9f1-1f02e14c8a31_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து நீந்த் ,4
803d5582-04f0-998b-b9f1-1f02e14c8a31_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்த வாத்து அந்த வாத்தை பாற்த்து கலை காலா முத்து முருக்கன் முருகன் ஆசிய மூவரும்,2
803d5582-04f0-998b-b9f1-1f02e14c8a31_9.wav,"குளத்தைச் சுற்றி நின்று,",,குழத்தில் குழத்தை சிரி சுற்று நின்று நீன்று ,2
803d5582-04f0-998b-b9f1-1f02e14c8a31_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ வாத்து பாடல் பாடுகிரர்,3
803d5582-04f0-998b-b9f1-1f02e14c8a31_11.wav,என் பெயர் தமிழரசன்.,,என் பெயர் தமிளறசன் தமிளரசன்,3
803d5582-04f0-998b-b9f1-1f02e14c8a31_12.wav,எனக்கு ஏழு வயது.,,எனக்கு ஏழு வயது ,4
803d5582-04f0-998b-b9f1-1f02e14c8a31_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நான் ரியா தொ தொடக் பள்ளியில் தொடக்க தொடக்கநிலை ஒன்றில் மாணவ மாணவர்,2
803d5582-04f0-998b-b9f1-1f02e14c8a31_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,எனது பள்ளி எனது வீடுக எனது பள்ளி எனது வீடுக்கு அருகில் இருக்கிறதில் பள்ளிக்கு நடந்தே வருகிறேன்,3
803d5582-04f0-998b-b9f1-1f02e14c8a31_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,பள்ளி மிக பெரியது மிக பெரியது ,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,தங்கா உரையில் ஒறு பாறை மறம் இறுந்த்தது,4
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்து மறக்களையில் ஒரு சாத்தன் உறைந்தது,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,<UNC> ஒறு  பறவெ வாழைக்,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,துரத்திலேய சில் தாமரா இலக்கல் இதுகுத்தன்னம் ,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒறு அவள் இழு தாமன் இளையன் அதி தலால்காதில் மரத்தது மரத்,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,தாவலியம் பிராவையும் கூட்டா பசு பசுக்கன்றன்,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பான்கவன் ஒரத்தில் ஓர்த்த இலத்தை,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து நீத்துகிறகின்றனது ,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்து வாட்டு பரந்தே கல் முதித்து முருகன் < UNC-த்தை > இவறன்,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_9.wav,"குளத்தைச் சுற்றி நின்று,",,காலாந்து சன் சாரா நானம் ,2
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ ஓ வாத்து பூடல் பட்கற்கம்,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_11.wav,என் பெயர் தமிழரசன்.,,நான் பள் பள்ளன் தொமிழ்சன் ,3
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_12.wav,எனக்கு ஏழு வயது.,,ஒன்கது ஒரு வாய்த்து,4
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நான் ரோய்த்து பள்ளியில் தட்கநல் ஒரு ஒன்று மாவ மான்வர்,2
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,ஆந்து பள்ளி இந்து வோட்டுகத்தில் ஆரகல் ஒருபக்க பள்ளியில்கூத்த நாத்திது வார்க்றேன்,2
83625fc3-8f2c-b0c9-0b6c-fbb3a08da852_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி முப்பபெரி மாரராம் ஒழுகந்து ,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குலத் குளில்க்கு ஒரு பழம்மரம் இருக்கின்றது,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்து மரம்கில் ஒரு கூடு இருக்குது இருக்கின்ற ,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்த கூடுல ஒரு பெறுவ வாழங்கது ,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,குலத்தில் சுல்ல தாமரே சில பித் பின் பிங் ,2
84fb4e5a-10cc-0f91-f19b-270457ad8928_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தவளே ஒரு தாமரே இல்லையின் மீது <UNC>,4
84fb4e5a-10cc-0f91-f19b-270457ad8928_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த <UNC> அது பறவையின் <UNC> பேசுகிறது,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவிரன்<UNC>  இன்று <UNC> இலிந்து ,2
84fb4e5a-10cc-0f91-f19b-270457ad8928_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து விந்துக்கொண்டது,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்த அது அனிந்து வருந்திபோல் பருத்திக்கால் மார்த்தி பூங்கா அழகிய பூனிம் ,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_9.wav,"குளத்தைச் சுற்றி நின்று,",,குலெச்சில் சிறிய நண்பர்கள் ,4
84fb4e5a-10cc-0f91-f19b-270457ad8928_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ வாத்து பாடுரின் ,4
84fb4e5a-10cc-0f91-f19b-270457ad8928_11.wav,என் பெயர் தமிழரசன்.,,என் பெர் தமிழசன் ,4
84fb4e5a-10cc-0f91-f19b-270457ad8928_12.wav,எனக்கு ஏழு வயது.,,எனக்கு ஏழு வயசு வயது ,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,ரியா பள்ளிகு <UNC> ஒரு மாணவன்,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,அந்த பள்ளி என்னோட துந்து அங்களில் ஒரு <UNC> பள்ளிக்கூடம் வந்தது வர்கிற,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பால் பள்ளி பெரிது அழ்கின்,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_16.wav,என் தோழி பிரியா அழுகிறாள்.,,என் தோழி என் தோழி என் தோழி பாரியா அழுகிறது ,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,பியா என்னக்கு குடுத்தாள் என்று செரிய,4
84fb4e5a-10cc-0f91-f19b-270457ad8928_23.wav,நண்பர்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறியிருக்கிறார்கள்.,,நண்பர்கள் உடல்வி செய்வ உடலில் உதவி வந்து என்றரு என் பெரெண்ட்ஸ் <UNC>ன்று <UNC>தது ,3
84fb4e5a-10cc-0f91-f19b-270457ad8928_24.wav,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன்.,,பரவின்கு ஊட செய்தில் என் பரந்து <UNC>தது ,3
869e511e-3864-4cfd-39e4-3afedc1ddac5_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,கலக்கடையில் ஒரு ஒரு பெ பெ பெரிய மரம் இரு இருக்கிறது ,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,மறக்கிளையில் ஒறு கூது இறுக்கிறது,3
869e511e-3864-4cfd-39e4-3afedc1ddac5_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்தகூ அந்தகூட்டில் ஒறு பற பறவை வாழ் வாழ்கிறது,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,கள களத்தில் சில தாமரை இலைகள் மிதக் மிதக்கின்றன ,1
869e511e-3864-4cfd-39e4-3afedc1ddac5_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒறு ஒரு தவற தவளை ஒரு தாமரை இல்லை இலையில் மீது துள்ளி துள்ளி குதி குதித்து அமர் அமர்ந்த,1
